Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

02:13:35 PM     CPU       MHz
02:13:40 PM     all    799.99
02:13:45 PM     all    799.99
02:13:50 PM     all    799.99
02:13:55 PM     all    799.99
02:14:00 PM     all    799.99
02:14:05 PM     all    799.99
02:14:10 PM     all    799.99
02:14:15 PM     all    799.99
02:14:20 PM     all    799.99
02:14:25 PM     all    799.99
02:14:30 PM     all    799.99
02:14:35 PM     all    799.99
02:14:40 PM     all    799.99
02:14:45 PM     all    799.99
02:14:50 PM     all    799.99
02:14:55 PM     all    799.99
02:15:00 PM     all    799.99
02:15:05 PM     all    799.99
02:15:10 PM     all    799.99
02:15:15 PM     all    799.99
02:15:20 PM     all    799.99
02:15:25 PM     all    799.99
02:15:30 PM     all    799.99
02:15:35 PM     all    799.99
02:15:40 PM     all    799.99
Average:        all    799.99
