Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

03:43:52 PM     CPU       MHz
03:43:57 PM     all   2525.43
03:44:02 PM     all   2499.99
03:44:07 PM     all   2499.99
03:44:12 PM     all   2499.99
03:44:17 PM     all   2499.99
03:44:22 PM     all   2499.99
03:44:27 PM     all   2499.99
03:44:32 PM     all   2499.99
03:44:37 PM     all   2499.99
03:44:42 PM     all   2499.99
03:44:47 PM     all   2499.99
03:44:52 PM     all   2499.99
03:44:57 PM     all   2762.49
Average:        all   2522.14
