Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

07:09:48 PM     CPU       MHz
07:09:53 PM     all    799.99
07:09:58 PM     all    799.99
07:10:03 PM     all    799.99
07:10:08 PM     all    799.99
07:10:13 PM     all    799.99
07:10:18 PM     all    799.99
07:10:23 PM     all    799.99
07:10:28 PM     all    799.99
07:10:33 PM     all    799.99
07:10:38 PM     all    799.99
07:10:43 PM     all    799.99
07:10:48 PM     all    799.99
07:10:53 PM     all    799.99
07:10:58 PM     all    799.99
07:11:03 PM     all    799.99
07:11:08 PM     all    799.99
07:11:13 PM     all    799.99
07:11:18 PM     all    799.99
07:11:23 PM     all    799.99
07:11:28 PM     all    799.99
07:11:33 PM     all    799.99
07:11:38 PM     all    799.99
07:11:43 PM     all    799.99
07:11:48 PM     all    799.99
07:11:53 PM     all    799.99
Average:        all    799.99
