Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

12:59:28 PM     CPU       MHz
12:59:33 PM     all   2539.46
12:59:38 PM     all   3022.29
12:59:43 PM     all   2875.23
12:59:48 PM     all   2565.78
12:59:53 PM     all   2501.87
12:59:58 PM     all   2668.27
01:00:03 PM     all   3118.12
01:00:08 PM     all   2525.63
01:00:13 PM     all   2572.94
01:00:18 PM     all   2655.54
01:00:23 PM     all   2831.24
01:00:28 PM     all   2748.78
01:00:33 PM     all   2785.27
01:00:38 PM     all   2669.51
01:00:43 PM     all   3116.16
01:00:48 PM     all   3147.77
01:00:53 PM     all   3116.24
01:00:58 PM     all   2611.53
01:01:03 PM     all   2720.09
01:01:08 PM     all   2646.63
01:01:13 PM     all   2574.04
01:01:18 PM     all   3070.41
01:01:23 PM     all   2616.19
01:01:28 PM     all   2852.69
01:01:33 PM     all   3149.94
Average:        all   2788.06
