Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

03:25:03 PM     CPU       MHz
03:25:08 PM     all   2567.08
03:25:13 PM     all   2543.85
03:25:18 PM     all   3079.47
03:25:23 PM     all   2609.73
03:25:28 PM     all   2069.74
03:25:33 PM     all   2676.50
03:25:38 PM     all   3091.70
03:25:43 PM     all   2523.99
03:25:48 PM     all   2568.40
03:25:53 PM     all   2656.10
03:25:58 PM     all   2612.07
03:26:03 PM     all   2779.13
03:26:08 PM     all   2829.36
03:26:13 PM     all   2698.24
03:26:18 PM     all   2501.88
03:26:23 PM     all   2587.49
03:26:28 PM     all   2501.04
03:26:33 PM     all   2827.92
03:26:38 PM     all   2866.30
03:26:43 PM     all   1434.74
03:26:48 PM     all   2632.74
03:26:53 PM     all   2587.15
03:26:58 PM     all   2565.61
03:27:03 PM     all   3018.66
03:27:08 PM     all   2524.40
Average:        all   2614.13
