Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

03:40:46 PM     CPU       MHz
03:40:51 PM     all   2720.06
03:40:56 PM     all   2744.87
03:41:01 PM     all   2632.93
03:41:06 PM     all   2699.06
03:41:11 PM     all   2675.69
03:41:16 PM     all   2829.85
03:41:21 PM     all   2561.19
03:41:26 PM     all   3107.75
03:41:31 PM     all   2784.37
03:41:36 PM     all   2522.73
03:41:41 PM     all   2937.49
03:41:46 PM     all   2564.40
03:41:51 PM     all   3145.70
Average:        all   2763.55
