Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

02:10:45 PM     CPU       MHz
02:10:50 PM     all    799.99
02:10:55 PM     all    799.99
02:11:00 PM     all    799.99
02:11:05 PM     all    799.99
02:11:10 PM     all    799.99
02:11:15 PM     all    799.99
02:11:20 PM     all    799.99
02:11:25 PM     all    799.99
02:11:30 PM     all    799.99
02:11:35 PM     all    799.99
02:11:40 PM     all    799.99
02:11:45 PM     all    799.99
02:11:50 PM     all    799.99
02:11:55 PM     all    799.99
02:12:00 PM     all    799.99
02:12:05 PM     all    799.99
02:12:10 PM     all    799.99
02:12:15 PM     all    799.99
02:12:20 PM     all    799.99
02:12:25 PM     all    799.99
02:12:30 PM     all    799.99
02:12:35 PM     all    799.99
02:12:40 PM     all    799.99
02:12:45 PM     all    799.99
02:12:50 PM     all    799.99
Average:        all    799.99
