Linux 5.15.0-122-generic (gl5) 	11/25/2024 	_x86_64_	(32 CPU)

11:51:15 AM     CPU       MHz
11:51:20 AM     all   2521.86
11:51:25 AM     all   2565.61
11:51:30 AM     all   2543.59
11:51:35 AM     all   2828.07
11:51:40 AM     all   2521.79
11:51:45 AM     all   2762.49
11:51:50 AM     all   2499.92
11:51:55 AM     all   2499.99
11:52:00 AM     all   2565.53
11:52:05 AM     all   2499.96
11:52:10 AM     all   2543.70
11:52:15 AM     all   2499.96
Average:        all   2571.04
