Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

05:29:45 PM     CPU       MHz
05:29:50 PM     all    799.99
05:29:55 PM     all    799.99
05:30:00 PM     all    799.99
05:30:05 PM     all    799.99
05:30:10 PM     all    799.99
05:30:15 PM     all    799.99
05:30:20 PM     all    799.99
05:30:25 PM     all    799.99
05:30:30 PM     all    799.99
05:30:35 PM     all    799.99
05:30:40 PM     all    799.99
05:30:45 PM     all    799.99
05:30:50 PM     all    799.99
05:30:55 PM     all    799.99
05:31:00 PM     all    799.99
05:31:05 PM     all    799.99
05:31:10 PM     all    799.99
05:31:15 PM     all    799.99
05:31:20 PM     all    799.99
05:31:25 PM     all    799.99
05:31:30 PM     all    799.99
05:31:35 PM     all    799.99
05:31:40 PM     all    799.99
05:31:45 PM     all    799.99
05:31:50 PM     all    799.99
Average:        all    799.99
