Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

02:02:10 PM     CPU       MHz
02:02:15 PM     all    799.99
02:02:20 PM     all    799.99
02:02:25 PM     all    799.99
02:02:30 PM     all    799.99
02:02:35 PM     all    799.99
02:02:40 PM     all    799.99
02:02:45 PM     all    799.99
02:02:50 PM     all    799.99
02:02:55 PM     all    799.99
02:03:00 PM     all    799.99
02:03:05 PM     all    799.99
02:03:10 PM     all    799.99
02:03:15 PM     all    799.99
02:03:20 PM     all    799.99
02:03:25 PM     all    799.99
02:03:30 PM     all    799.99
02:03:35 PM     all    799.99
02:03:40 PM     all    799.99
02:03:45 PM     all    799.99
02:03:50 PM     all    799.99
02:03:55 PM     all    799.99
02:04:00 PM     all    799.99
02:04:05 PM     all    799.99
02:04:10 PM     all    799.99
02:04:15 PM     all    799.99
Average:        all    799.99
