Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

04:19:37 PM     CPU       MHz
04:19:42 PM     all    799.99
04:19:47 PM     all    799.99
04:19:52 PM     all    799.99
04:19:57 PM     all    799.99
04:20:02 PM     all    799.99
04:20:07 PM     all    799.99
04:20:12 PM     all    799.99
04:20:17 PM     all    799.99
04:20:22 PM     all    799.99
04:20:27 PM     all    799.99
04:20:32 PM     all    800.00
04:20:37 PM     all    799.99
04:20:42 PM     all    799.99
Average:        all    799.99
