Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

05:57:25 PM     CPU       MHz
05:57:30 PM     all   2452.97
05:57:35 PM     all   1766.92
05:57:40 PM     all   2355.15
05:57:45 PM     all   2534.52
05:57:50 PM     all   2376.95
05:57:55 PM     all   2673.39
05:58:00 PM     all    949.86
05:58:05 PM     all   2533.04
05:58:10 PM     all   2196.17
05:58:15 PM     all   2333.03
05:58:20 PM     all   2386.39
05:58:25 PM     all   2949.70
05:58:30 PM     all    865.62
Average:        all   2182.59
