Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

01:39:26 PM     CPU       MHz
01:39:31 PM     all   1397.62
01:39:36 PM     all   2540.07
01:39:41 PM     all   2499.99
01:39:46 PM     all   2499.99
01:39:51 PM     all   2499.99
01:39:56 PM     all   2499.99
01:40:01 PM     all   2565.62
01:40:06 PM     all   2499.99
01:40:11 PM     all   2499.99
01:40:16 PM     all   2499.99
01:40:21 PM     all   2499.99
01:40:26 PM     all   2499.99
01:40:31 PM     all   2499.99
01:40:36 PM     all   2499.99
01:40:41 PM     all   2499.99
01:40:46 PM     all   2521.87
01:40:51 PM     all   2609.37
01:40:56 PM     all   2499.99
01:41:01 PM     all   2499.99
01:41:06 PM     all   2499.99
01:41:11 PM     all   2499.99
01:41:16 PM     all   2521.87
01:41:21 PM     all   2499.99
01:41:26 PM     all   2499.13
01:41:31 PM     all   2653.11
Average:        all   2472.34
