Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

03:22:56 PM     CPU       MHz
03:23:01 PM     all    799.99
03:23:06 PM     all    799.99
03:23:11 PM     all    799.99
03:23:16 PM     all    799.99
03:23:21 PM     all    799.99
03:23:26 PM     all    799.99
03:23:31 PM     all    799.99
03:23:36 PM     all    799.99
03:23:41 PM     all    799.99
03:23:46 PM     all    799.99
03:23:51 PM     all    799.99
03:23:56 PM     all    799.99
03:24:01 PM     all    799.99
Average:        all    799.99
